cedula,fechaingresoEmpresa,titulo,empresa,tarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,salarioAnual
0943266042,1977-05-29,Licenciado/a,Desarrollos Innovadores,3802-0236-1596-3086,Edward,Dunn,"896 Pierce Highway Suite 096
Gutierrezmouth, PR 04830",jenna66@example.net,1973-02-03,51,Guayas,Masculino,Marca no conocida,23000
0943275085,1967-12-29,Doctor/a,Sistemas Avanzados,5027-3455-7072-4614,Julie,Lee,"77259 Hooper Heights Suite 948
Thompsonstad, OK 29901",jesus02@example.net,1987-06-16,36,Guayas,Femenino,Marca no conocida,49000
0944194017,1979-09-11,Licenciado/a,Grupo TecnolÃ³gico,7767-3114-8689-0023,Jason,Villa,"7755 Laura Passage Apt. 043
Lisaburgh, AS 02962",katherinelawson@example.net,1983-06-03,40,Guayas,Masculino,Marca no conocida,23000
0945472645,2015-08-22,Licenciado/a,Sistemas Avanzados,1501-7136-8492-7318,Christopher,Wagner,"PSC 9355, Box 8673
APO AP 70979",solisnicole@example.com,1987-08-01,36,Guayas,Masculino,Marca no conocida,22000
0946545124,1984-01-27,Ingeniero/a,Grupo TecnolÃ³gico,1069-4804-7364-5048,Frances,Harris,"8164 Morrow Trail
North Laura, AR 26603",scottholmes@example.org,1989-02-10,35,Guayas,Femenino,Marca no conocida,34000
0953462746,1969-12-02,Ingeniero/a,Sistemas Avanzados,9670-1710-7985-3146,Kayla,Turner,"17002 Yu Course
Parksside, MP 49631",ukrueger@example.com,1980-09-06,43,Guayas,Femenino,Marca no conocida,33000
0953762393,1964-04-22,Ingeniero/a,Soluciones Integrales,5583-8643-2961-5698,Samantha,Long,"7274 Cassandra Spur
Mallorytown, OH 15155",georgesmith@example.net,1989-06-18,34,Guayas,Femenino,MasterCard,31000
0954607067,1988-09-22,Arquitecto/a,Soluciones Integrales,7271-2087-6635-6793,Christopher,Lee,"37909 Robert Lights Apt. 382
Elizabethmouth, MH 69224",brownpaul@example.org,1981-01-30,43,Guayas,Masculino,Marca no conocida,28000
0955283949,1984-03-01,Ingeniero/a,Desarrollos Innovadores,6971-7562-6355-0252,Mary,Brown,"21434 Nicole Pines
Tylerburgh, NM 71322",angelacollins@example.com,1983-11-08,40,Guayas,Femenino,Marca no conocida,31000
0960992568,1997-11-14,Arquitecto/a,Soluciones Integrales,8928-8068-0689-9698,Ryan,Contreras,"29342 Robinson Rue Apt. 285
West Melissa, NH 52728",bankskelsey@example.net,1976-11-28,47,Guayas,Masculino,Marca no conocida,28000
0961683186,1963-02-08,Licenciado/a,Grupo TecnolÃ³gico,6695-7938-3451-3668,Bianca,Dickson,"PSC 7128, Box 5283
APO AA 90009",allisonlance@example.net,1982-01-10,42,Guayas,Femenino,Marca no conocida,25000
0962070700,1970-05-11,Licenciado/a,Grupo TecnolÃ³gico,3293-9012-8639-9784,Kristina,Baker,"1864 Young Squares
Nashview, AR 37994",eric03@example.org,1976-02-29,48,Guayas,Femenino,Marca no conocida,21000
0964869775,1973-07-12,Ingeniero/a,Sistemas Avanzados,0824-5309-6586-3662,Raymond,Baker,"7705 Nicholas Light Apt. 641
Jenniferchester, MI 06188",scottnoah@example.org,1986-09-25,37,Guayas,Masculino,Marca no conocida,31000
0968254435,1992-11-06,Ingeniero/a,Sistemas Avanzados,0691-2998-5145-4411,William,Brown,"82125 Palmer Port
New Ronald, ID 04439",connielee@example.com,1979-08-30,44,Guayas,Masculino,Marca no conocida,31000
0972817453,1961-12-24,Doctor/a,Sistemas Avanzados,1715-9292-6527-9438,Jeremy,Green,"6433 Hill Trafficway
Loveton, NE 09354",jeremy49@example.com,1975-09-15,48,Guayas,Masculino,Marca no conocida,36000
0974647325,2012-02-28,Ingeniero/a,Soluciones Integrales,5889-3878-9100-4807,Steve,Ortiz,"3730 Jason Rue
Karenstad, VA 02674",taylor70@example.net,1989-01-23,35,Guayas,Masculino,Marca no conocida,32000
0984457978,1973-10-28,Arquitecto/a,Soluciones Integrales,8920-0693-7708-7372,Claudia,Garza,"55482 Cooper Terrace
South Diane, DC 81751",jessicajohnson@example.org,1973-02-03,51,Guayas,Femenino,Marca no conocida,29000
0985598381,2002-02-08,Licenciado/a,Grupo TecnolÃ³gico,3297-6815-5939-5863,James,Terry,"937 Jones Fork
New Darrenchester, ID 27809",perry04@example.org,1987-02-22,37,Guayas,Masculino,Marca no conocida,24000
0985655011,1984-10-04,Doctor/a,Sistemas Avanzados,6432-1839-8657-1903,Adam,Moore,"11108 Thomas Points Apt. 038
Kennethside, MI 25153",yjones@example.net,1970-01-05,54,Guayas,Masculino,Marca no conocida,59000
0986757214,1994-11-25,Arquitecto/a,Soluciones Integrales,4195-1298-6298-9962,Dawn,Bennett,"12384 Deborah Locks
East Shannon, MI 64326",joseph11@example.net,1989-05-25,34,Guayas,Femenino,Visa,26000
0991882478,1987-09-10,Ingeniero/a,Grupo TecnolÃ³gico,9398-1869-4426-3367,Katrina,Mejia,"902 Sandra Shore Apt. 519
Lake Felicia, OR 20670",mary29@example.com,1983-05-19,41,Guayas,Femenino,Marca no conocida,30000
0995566409,1997-07-27,Ingeniero/a,Soluciones Integrales,1346-0291-1274-7136,David,Howard,"1338 Rodriguez Club
Jenniferside, VT 74238",iramirez@example.net,1983-08-07,40,Guayas,Masculino,Marca no conocida,35000
1008168954,2003-12-26,Ingeniero/a,Sistemas Avanzados,5614-7620-7832-5840,Melinda,Garrett,"24903 Mcintosh Center
Romerohaven, AL 45946",lewisricky@example.com,1970-08-29,53,Imbabura,Femenino,Marca no conocida,32000
1012890829,1977-07-16,Licenciado/a,Desarrollos Innovadores,3339-2689-0476-7078,Douglas,Walker,"420 Moore Spur
West Angela, TX 11689",hpatterson@example.net,1982-04-27,42,Imbabura,Masculino,Marca no conocida,21000
1015839903,1984-11-25,Ingeniero/a,Sistemas Avanzados,7483-7698-4397-9753,Angela,Martinez,"13351 Butler Ford
Williamsmouth, DC 49004",robertroberson@example.net,1982-08-17,41,Imbabura,Femenino,Marca no conocida,32000
1018633259,1980-01-23,Doctor/a,Desarrollos Innovadores,6017-6573-0464-9255,John,Gonzalez,"18278 Stanley Trail Suite 235
West Jennifer, RI 47831",douglas13@example.net,1987-12-12,36,Imbabura,Masculino,Marca no conocida,43000
1028857360,1987-01-26,Licenciado/a,Soluciones Integrales,3668-8901-4769-8272,Sean,Powers,"066 Dana Isle Apt. 306
Port Bethville, AL 98352",austin86@example.net,1980-03-03,44,Imbabura,Masculino,Marca no conocida,21000
1035777635,1994-03-22,Ingeniero/a,Desarrollos Innovadores,6850-3468-4446-1573,Paul,Castillo,"65908 Norma Brooks
North Wesley, GA 50671",alexislittle@example.com,1981-08-18,42,Imbabura,Masculino,Marca no conocida,32000
1036566443,2018-09-29,Doctor/a,Grupo TecnolÃ³gico,8080-7609-8806-2828,Kimberly,Moore,"2381 Marcus Ranch Suite 795
Port Bryan, VA 77508",stephen73@example.net,1987-06-16,36,Imbabura,Femenino,Marca no conocida,48000
1038182993,1986-03-02,Licenciado/a,Desarrollos Innovadores,3124-5154-9933-9261,Jennifer,Brown,"8679 Miller Vista Apt. 191
East Taylorbury, IN 28616",peter82@example.net,1974-11-08,49,Imbabura,Femenino,Marca no conocida,20000
1046779866,1974-07-17,Licenciado/a,Sistemas Avanzados,0199-9778-4461-1480,Luis,Perez,"35210 Sandra Point
Erinbury, OR 23536",dhill@example.com,1972-06-20,51,Imbabura,Masculino,Marca no conocida,24000
1047853433,1987-02-26,Licenciado/a,Desarrollos Innovadores,2062-4977-1284-7885,Kathryn,Randolph,"26898 Murray Flats Suite 758
Williamville, FM 41359",mitchellmartin@example.com,1987-11-12,36,Imbabura,Femenino,Marca no conocida,21000
1052478665,2004-11-12,Doctor/a,Desarrollos Innovadores,9738-4141-9566-8994,Thomas,Hogan,"PSC 9957, Box 2532
APO AA 33334",ashley66@example.net,1978-08-11,45,Imbabura,Masculino,Marca no conocida,38000
1053509877,1969-05-18,Doctor/a,Sistemas Avanzados,3367-2921-5477-7875,Jane,Monroe,"977 Parker Lodge Suite 649
Shawnstad, AL 90322",nicholascummings@example.net,1982-08-06,41,Imbabura,Femenino,Marca no conocida,45000
1053581795,2014-09-01,Licenciado/a,Grupo TecnolÃ³gico,2256-2015-6972-1319,Adrian,James,"245 Ruiz Trail Apt. 812
Grayland, IL 87114",trevor38@example.org,1990-03-26,34,Imbabura,Masculino,Marca no conocida,24000
1054433004,1997-02-04,Licenciado/a,Soluciones Integrales,4006-6317-5639-7536,Victoria,Poole,"Unit 5713 Box 7082
DPO AE 48743",tjohnson@example.com,1985-07-05,38,Imbabura,Femenino,Visa,24000
1055050018,2017-08-21,Arquitecto/a,Soluciones Integrales,4279-2234-9367-8575,Tammy,Rodriguez,"37346 Brown Neck
Ayersmouth, MS 81442",jameskimberly@example.com,1988-07-18,35,Imbabura,Femenino,Visa,27000
1056729185,1976-06-08,Ingeniero/a,Desarrollos Innovadores,1686-5952-7794-6067,Lisa,Boyd,"374 Mccoy Isle
Port Joshua, CO 51838",james58@example.net,1988-04-23,36,Imbabura,Femenino,Marca no conocida,34000
1060940127,2011-11-29,Ingeniero/a,Desarrollos Innovadores,1613-8120-9884-8330,William,Atkinson,"510 Lauren Squares Apt. 626
Danielshire, WI 17366",nhuffman@example.org,1973-06-20,50,Imbabura,Masculino,Marca no conocida,31000
1063382698,1993-04-23,Arquitecto/a,Grupo TecnolÃ³gico,9873-8187-6986-9211,Jason,Jones,"93164 Townsend Fort Suite 403
Tinabury, NH 42327",michele34@example.net,1979-10-01,44,Imbabura,Masculino,Marca no conocida,26000
1064150291,2020-03-31,Doctor/a,Grupo TecnolÃ³gico,0299-5710-8727-3589,John,Nichols,"PSC 5469, Box 2292
APO AP 20690",armstrongpatricia@example.com,1987-04-20,37,Imbabura,Masculino,Marca no conocida,43000
1066882001,1982-06-17,Arquitecto/a,Sistemas Avanzados,3191-1176-1307-4733,Michael,Le,"05501 Lisa Branch Suite 485
New Christineborough, TN 15428",christophermahoney@example.org,1981-03-26,43,Imbabura,Masculino,Marca no conocida,26000
1071343157,1997-02-17,Licenciado/a,Desarrollos Innovadores,6302-8568-1025-9433,Tina,Warner,"95671 Hayes Stream Suite 451
New Priscilla, MA 87054",heather75@example.org,1987-04-09,37,Imbabura,Femenino,Marca no conocida,24000
1077555266,1983-07-06,Licenciado/a,Grupo TecnolÃ³gico,1095-2167-4269-4885,Emma,Avery,"590 Taylor Square
West Jennifer, WA 41405",carolynwatson@example.net,1984-12-12,39,Imbabura,Femenino,Marca no conocida,23000
1080648217,1989-09-01,Doctor/a,Sistemas Avanzados,7204-1381-6743-8486,Billy,Carlson,"22447 Maria Roads Suite 992
New Jeff, ID 64126",davidlopez@example.net,1984-06-04,39,Imbabura,Masculino,Marca no conocida,55000
1080717131,2014-08-16,Licenciado/a,Grupo TecnolÃ³gico,1548-5925-4050-0043,Kevin,Scott,"3687 Sparks Square
West Jackson, KY 18962",priscillarush@example.org,1981-11-23,42,Imbabura,Masculino,Marca no conocida,21000
1081243766,1996-01-11,Licenciado/a,Sistemas Avanzados,3346-3968-9451-8167,Martin,Harrington,"070 Jacob Circles
Port Ethanburgh, MO 95738",parsonsryan@example.org,1986-09-23,37,Imbabura,Masculino,Marca no conocida,21000
1082261532,2015-09-17,Licenciado/a,Grupo TecnolÃ³gico,2289-5463-1234-3015,Ronald,Smith,"49177 Brandi Motorway Suite 145
Wesleytown, DE 30327",watsonchristina@example.net,1978-04-10,46,Imbabura,Masculino,Marca no conocida,21000
1082430819,1975-12-16,Ingeniero/a,Desarrollos Innovadores,7974-5183-6534-7422,Jerry,Graham,"198 Fisher Freeway
West Jeremyland, CO 17308",uhuang@example.com,1987-02-26,37,Imbabura,Masculino,Marca no conocida,34000
1084724310,2011-04-15,Licenciado/a,Desarrollos Innovadores,9773-7843-3229-2298,Vanessa,Hall,"523 Carol Rapid Apt. 965
Amberburgh, WI 04841",elizabethspears@example.com,1980-08-13,43,Imbabura,Femenino,Marca no conocida,24000
1085060841,1989-02-14,Ingeniero/a,Sistemas Avanzados,3095-9649-6466-2759,Brian,Smith,"53994 Romero Parks
Lake Connorfurt, WV 58728",jessica26@example.org,1981-12-05,42,Imbabura,Masculino,Marca no conocida,32000
1087351098,2020-11-11,Licenciado/a,Sistemas Avanzados,1774-1731-1998-5341,Christine,Mckee,"1511 John Mountain Suite 727
Langstad, IA 95111",amy88@example.com,1985-08-25,38,Imbabura,Femenino,Marca no conocida,24000
1087741625,1967-11-19,Licenciado/a,Desarrollos Innovadores,1142-5724-0180-2643,Pamela,Stone,"Unit 5641 Box 4451
DPO AP 15487",marvinhenderson@example.net,1970-10-22,53,Imbabura,Femenino,Marca no conocida,24000
1091157817,1995-03-17,Arquitecto/a,Sistemas Avanzados,8230-2408-5630-2438,Richard,Park,"PSC 5188, Box 5465
APO AE 18710",margaret95@example.org,1986-12-25,37,Imbabura,Masculino,Marca no conocida,29000
1092790085,1964-05-27,Arquitecto/a,Soluciones Integrales,3091-7412-3861-0715,Margaret,Williams,"4178 Angela Square Suite 576
Lake Brianfurt, AL 45702",zbailey@example.net,1979-05-06,45,Imbabura,Femenino,Marca no conocida,30000
1093316755,2001-12-09,Doctor/a,Soluciones Integrales,4019-8071-1926-7759,Rachel,Charles,"530 William Turnpike
Smithchester, IN 86665",igalloway@example.net,1972-01-13,52,Imbabura,Femenino,Visa,56000
1094407215,1972-02-25,Licenciado/a,Sistemas Avanzados,3316-8288-7036-2823,Anne,Ponce,"6910 Dominic Harbors
East Brendashire, CO 67638",meredithhart@example.com,1975-03-31,49,Imbabura,Femenino,Marca no conocida,22000
1095027391,2001-11-16,Doctor/a,Grupo TecnolÃ³gico,9246-0827-9499-4353,Anne,Parsons,"56810 Adam Heights
East Rebecca, GA 57525",rosariobarbara@example.net,1971-03-12,53,Imbabura,Femenino,Marca no conocida,45000
1095737698,1964-01-30,Doctor/a,Grupo TecnolÃ³gico,9730-3731-5860-5334,Michelle,Aguilar,"027 Harding Walk Suite 174
Phillipsberg, MD 17532",brendasmith@example.org,1973-11-11,50,Imbabura,Femenino,Marca no conocida,36000
1099639285,1991-01-21,Ingeniero/a,Soluciones Integrales,3066-0969-6447-8815,Dylan,Browning,"518 Fleming Knoll Apt. 316
Lake Patricia, OH 82281",toddprice@example.org,1988-09-17,35,Imbabura,Masculino,Marca no conocida,35000
1105608406,2000-08-08,Licenciado/a,Soluciones Integrales,0499-2162-2608-0280,Steven,Mckenzie,"88461 David Springs
West Guy, ME 75946",gpatterson@example.com,1976-03-30,48,Loja,Masculino,Marca no conocida,21000
1112673474,1966-02-03,Licenciado/a,Grupo TecnolÃ³gico,1882-6580-8198-6452,Christopher,Brock,"4163 Anna Meadow
New Katherine, AK 44130",lallen@example.net,1977-05-10,47,Loja,Masculino,Marca no conocida,24000
1120055130,1993-05-12,Arquitecto/a,Grupo TecnolÃ³gico,2728-2995-2676-5283,Jennifer,May,"23262 Pacheco Course Suite 485
West Vanessaburgh, NJ 26400",lancegarcia@example.com,1983-08-07,40,Loja,Femenino,Marca no conocida,27000
1126693155,2015-11-25,Doctor/a,Soluciones Integrales,5581-4450-6462-4697,Donald,Smith,"920 Dwayne Centers Apt. 364
South Douglastown, NC 84682",knelson@example.net,1986-07-24,37,Loja,Masculino,MasterCard,37000
1129263196,1962-08-14,Doctor/a,Grupo TecnolÃ³gico,5103-6819-3697-5842,Susan,Lucas,"847 Brooks Pine Apt. 608
East Elizabeth, SD 91179",walter50@example.net,1989-06-06,34,Loja,Femenino,MasterCard,41000
1129494961,1964-05-26,Doctor/a,Sistemas Avanzados,5322-3300-4705-8178,Mary,Reyes,"86613 Douglas Plaza Suite 482
Kellyburgh, IL 00589",juliewilson@example.net,1973-01-08,51,Loja,Femenino,MasterCard,58000
1134400471,1979-07-10,Doctor/a,Soluciones Integrales,7879-5133-4536-8227,Robert,Parker,"23002 Patrick Bridge Suite 340
Timothymouth, AK 80769",chelsea24@example.org,1985-01-31,39,Loja,Masculino,Marca no conocida,41000
1134570139,1964-03-16,Arquitecto/a,Desarrollos Innovadores,5860-0702-1837-5470,Andrew,Griffith,"48489 Alfred Bridge Apt. 942
Morrisville, CO 87234",maryobrien@example.org,1982-10-10,41,Loja,Masculino,Marca no conocida,27000
1141230402,1987-08-17,Doctor/a,Grupo TecnolÃ³gico,2195-8510-0543-3645,Amanda,Rose,"0459 Mcgrath Turnpike Apt. 621
Dalestad, MT 11340",connerdana@example.com,1971-10-08,52,Loja,Femenino,Marca no conocida,46000
1142105851,1964-02-19,Arquitecto/a,Soluciones Integrales,8548-5321-1587-7776,Mindy,Jacobson,"0156 Kristin Camp Apt. 150
East David, NY 72328",jonathanromero@example.net,1971-12-26,52,Loja,Femenino,Marca no conocida,29000
1150008580,2004-06-30,Licenciado/a,Soluciones Integrales,6716-4308-4112-3330,Pedro,Reilly,"6099 Golden Field Suite 640
Danielton, CO 63406",yharris@example.org,1986-12-07,37,Loja,Masculino,Marca no conocida,23000
1153035539,1990-11-10,Doctor/a,Desarrollos Innovadores,3495-3253-5703-2274,Patricia,Smith,"4486 Jenna Skyway Apt. 633
West Mariaburgh, CT 85642",rebeccamiller@example.org,1979-10-21,44,Loja,Femenino,Marca no conocida,58000
1154034311,2002-07-26,Licenciado/a,Sistemas Avanzados,6069-2083-0869-6582,Cody,Brown,"8621 Christine Lock Apt. 388
Waltershaven, NC 80464",pooleholly@example.org,1984-09-10,39,Loja,Masculino,Marca no conocida,25000
1155944026,1971-07-19,Licenciado/a,Desarrollos Innovadores,5574-8279-2388-3562,Tina,Miller,"30036 Robert Corners
North Benjamin, KS 49344",tylerosborn@example.net,1974-05-10,50,Loja,Femenino,MasterCard,24000
1156769136,2000-04-18,Ingeniero/a,Grupo TecnolÃ³gico,0175-6305-4094-6646,Claire,Walls,"USNS Taylor
FPO AA 69116",tanyamanning@example.org,1971-02-25,53,Loja,Femenino,Marca no conocida,35000
1156965018,2019-03-19,Doctor/a,Desarrollos Innovadores,6832-7188-7709-0521,Ronald,Howard,"9684 Lisa Underpass
Aaronton, PA 29356",griffinkenneth@example.org,1971-05-15,53,Loja,Masculino,Marca no conocida,44000
1162680607,2020-07-17,Licenciado/a,Sistemas Avanzados,1774-6279-8439-2112,Dawn,Clark,"4960 Christopher Haven Apt. 724
Wendyhaven, ID 10110",campbellmichael@example.org,1982-08-18,41,Loja,Femenino,Marca no conocida,25000
1163654290,1963-12-10,Doctor/a,Soluciones Integrales,9854-2219-7907-0734,Amy,Stephens,"357 Eric Mountains Suite 548
Lindaside, MS 92515",opratt@example.com,1984-11-20,39,Loja,Femenino,Marca no conocida,52000
1165329677,2010-10-14,Licenciado/a,Desarrollos Innovadores,6621-8030-2638-2678,Nicole,Stewart,"799 Mary Island Suite 021
Stantonview, IN 08545",gilmorejoseph@example.org,1973-01-14,51,Loja,Femenino,Marca no conocida,22000
1166891444,1962-03-26,Ingeniero/a,Grupo TecnolÃ³gico,0225-0451-3285-0630,Michelle,Hernandez,"76860 Cox Lake Suite 218
Shannonport, VT 35339",craig26@example.net,1983-03-10,41,Loja,Femenino,Marca no conocida,34000
1170014659,2020-10-22,Arquitecto/a,Soluciones Integrales,0210-9395-2638-3127,Lauren,Thompson,"949 Angelica Island Apt. 372
New Danielville, PA 35086",garcianancy@example.net,1986-08-26,37,Loja,Femenino,Marca no conocida,26000
1170473607,1995-03-27,Doctor/a,Soluciones Integrales,7027-1013-3263-4401,Michael,Wright,"1759 Hebert Square Apt. 255
Jasontown, LA 72488",nicholasgeorge@example.com,1974-11-07,49,Loja,Masculino,Marca no conocida,42000
1173173330,1976-05-05,Doctor/a,Desarrollos Innovadores,9781-1027-9189-0488,Mark,Chavez,"488 Debbie Causeway
Smithmouth, CO 25579",scottjill@example.org,1983-03-21,41,Loja,Masculino,Marca no conocida,37000
1179503314,1987-04-15,Ingeniero/a,Soluciones Integrales,7743-2588-5141-9194,Catherine,Rich,"54346 Williams Rapids
Lake Donnaland, AS 47588",donna42@example.net,1987-09-28,36,Loja,Femenino,Marca no conocida,34000
1182816008,1960-07-08,Licenciado/a,Desarrollos Innovadores,9337-1502-9446-2906,Ann,Butler,"8343 Javier Views Suite 020
Anthonyside, AS 85312",aaronsmith@example.net,1981-05-08,43,Loja,Femenino,Marca no conocida,22000
1183460039,1976-03-18,Doctor/a,Soluciones Integrales,4626-0422-5979-0899,Justin,Curry,"2054 Gutierrez Corners
Herreraside, MH 61857",joelwright@example.net,1970-01-11,54,Loja,Masculino,Visa,52000
1184070795,1991-07-06,Doctor/a,Desarrollos Innovadores,3470-7906-5909-4670,Julie,Hines,"949 Ferguson Lodge Suite 111
West Michael, LA 12325",qjohnson@example.org,1977-01-08,47,Loja,Femenino,Marca no conocida,53000
1188132133,2003-09-10,Ingeniero/a,Desarrollos Innovadores,4000-6044-5550-3868,Patricia,Hernandez,"3550 John Row Suite 002
Meaganville, WA 66590",christopherkennedy@example.org,1983-01-30,41,Loja,Femenino,Visa,33000
1200231699,1972-04-16,Licenciado/a,Soluciones Integrales,2794-3080-0128-6936,Lori,Martinez,"75745 Edward Unions
Wilsonland, KS 35939",stevensjeremy@example.com,1976-12-29,47,Los Ríos,Femenino,Marca no conocida,22000
1200932370,1980-02-22,Doctor/a,Desarrollos Innovadores,3969-7850-8971-5551,Isaiah,Wilson,"19749 Williams Fords Suite 280
Ericbury, VA 32251",julie10@example.org,1977-01-22,47,Los Ríos,Masculino,Marca no conocida,40000
1201564328,2014-10-26,Ingeniero/a,Grupo TecnolÃ³gico,9161-1427-9918-5123,Kimberly,Rodriguez,"5483 Victor Hills Suite 303
West Christopher, MO 72822",jamescastillo@example.org,1987-11-03,36,Los Ríos,Femenino,Marca no conocida,32000
1204509394,1964-07-02,Ingeniero/a,Soluciones Integrales,4069-2330-7970-5252,Timothy,Chavez,"832 Hunter Park
Kimberlyside, GU 64038",shawn78@example.net,1971-06-29,52,Los Ríos,Masculino,Visa,34000
1205360591,2009-11-03,Licenciado/a,Desarrollos Innovadores,5990-3377-1850-1587,Joseph,Lane,"5021 Joseph Spur Suite 064
Lake Ashley, VI 41711",troywright@example.org,1979-05-20,45,Los Ríos,Masculino,Marca no conocida,23000
1207015114,1987-05-16,Doctor/a,Soluciones Integrales,8851-9434-5791-7159,Anthony,Banks,"14491 Jackson Stream
South Jason, IN 27199",echen@example.com,1986-09-16,37,Los Ríos,Masculino,Marca no conocida,52000
1208215230,2016-09-06,Doctor/a,Soluciones Integrales,7044-8413-8613-5374,Andrew,Johnson,"14764 Mary Crossing Apt. 373
Hornside, PW 20244",william67@example.net,1979-03-03,45,Los Ríos,Masculino,Marca no conocida,43000
1210783290,2010-05-19,Doctor/a,Desarrollos Innovadores,2999-8256-5521-6566,Kathryn,Shaffer,"2243 Michelle Turnpike Suite 823
Lake Matthew, NC 33845",brandi83@example.org,1972-01-30,52,Los Ríos,Femenino,Marca no conocida,44000
